{'Iteration': 0, 'Final Solution': None}
{'Iteration': 3984, 'Final Solution': '2'}
{'Iteration': 3985, 'Final Solution': '6300000'}
{'Iteration': 3986, 'Final Solution': None}
{'Iteration': 3987, 'Final Solution': '-5'}
{'Iteration': 3988, 'Final Solution': '4'}
{'Iteration': 3989, 'Final Solution': '10'}
{'Iteration': 3990, 'Final Solution': '32'}
{'Iteration': 3991, 'Final Solution': '12\\frac{3'}
{'Iteration': 3992, 'Final Solution': '8'}
{'Iteration': 3993, 'Final Solution': '\\$490'}
{'Iteration': 3994, 'Final Solution': '210^\\circ'}
{'Iteration': 3995, 'Final Solution': '6\\sqrt{10'}
{'Iteration': 3996, 'Final Solution': '-\\frac{40'}
{'Iteration': 3997, 'Final Solution': '-18'}
{'Iteration': 3998, 'Final Solution': None}
{'Iteration': 3999, 'Final Solution': '\\frac{17'}
{'Iteration': 4000, 'Final Solution': '120'}
{'Iteration': 4001, 'Final Solution': '1'}
{'Iteration': 4002, 'Final Solution': None}
{'Iteration': 4003, 'Final Solution': None}
{'Iteration': 4004, 'Final Solution': '9'}
{'Iteration': 4005, 'Final Solution': '\\frac{1'}
{'Iteration': 4006, 'Final Solution': '24.1'}
{'Iteration': 4007, 'Final Solution': '18'}
{'Iteration': 4008, 'Final Solution': '3'}
{'Iteration': 4009, 'Final Solution': '10'}
{'Iteration': 4010, 'Final Solution': '23'}
{'Iteration': 4011, 'Final Solution': '42'}
{'Iteration': 4012, 'Final Solution': '25'}
{'Iteration': 4013, 'Final Solution': '\\frac{1235'}
{'Iteration': 4014, 'Final Solution': '88'}
{'Iteration': 4015, 'Final Solution': '4'}
{'Iteration': 4016, 'Final Solution': '9'}
{'Iteration': 4017, 'Final Solution': '97969'}
{'Iteration': 4018, 'Final Solution': '\\frac{5'}
{'Iteration': 4019, 'Final Solution': '\\frac{1'}
{'Iteration': 4020, 'Final Solution': '16'}
{'Iteration': 4021, 'Final Solution': '7'}
{'Iteration': 4022, 'Final Solution': '270'}
{'Iteration': 4023, 'Final Solution': '3000'}
{'Iteration': 4024, 'Final Solution': None}
{'Iteration': 4025, 'Final Solution': None}
{'Iteration': 4026, 'Final Solution': None}
{'Iteration': 4027, 'Final Solution': None}
{'Iteration': 4028, 'Final Solution': '18'}
{'Iteration': 4029, 'Final Solution': None}
{'Iteration': 4030, 'Final Solution': '1500'}
{'Iteration': 4031, 'Final Solution': '21/2'}
{'Iteration': 4032, 'Final Solution': '4'}
{'Iteration': 4033, 'Final Solution': None}
{'Iteration': 4034, 'Final Solution': None}
{'Iteration': 4035, 'Final Solution': None}
{'Iteration': 4036, 'Final Solution': '7'}
{'Iteration': 4037, 'Final Solution': '0'}
{'Iteration': 4038, 'Final Solution': None}
{'Iteration': 4039, 'Final Solution': '\\frac{8'}
{'Iteration': 4040, 'Final Solution': None}
{'Iteration': 4041, 'Final Solution': '48'}
{'Iteration': 4042, 'Final Solution': '\\dfrac{33'}
{'Iteration': 4043, 'Final Solution': '22'}
{'Iteration': 4044, 'Final Solution': '63'}
{'Iteration': 4045, 'Final Solution': '200'}
{'Iteration': 4046, 'Final Solution': None}
{'Iteration': 4047, 'Final Solution': '220'}
{'Iteration': 4048, 'Final Solution': '\\$1.10'}
{'Iteration': 4049, 'Final Solution': '3,\\!600'}
{'Iteration': 4050, 'Final Solution': '600'}
{'Iteration': 4051, 'Final Solution': '3'}
{'Iteration': 4052, 'Final Solution': '9'}
{'Iteration': 4053, 'Final Solution': None}
{'Iteration': 4054, 'Final Solution': '364'}
{'Iteration': 4055, 'Final Solution': '15'}
{'Iteration': 4056, 'Final Solution': None}
{'Iteration': 4057, 'Final Solution': '16'}
{'Iteration': 4058, 'Final Solution': '2'}
{'Iteration': 4059, 'Final Solution': '14\\text{ degrees'}
{'Iteration': 4060, 'Final Solution': '12'}
{'Iteration': 4061, 'Final Solution': '20'}
{'Iteration': 4062, 'Final Solution': '4\\cdot 11=44'}
{'Iteration': 4063, 'Final Solution': '\\frac{13'}
{'Iteration': 4064, 'Final Solution': '11'}
{'Iteration': 4065, 'Final Solution': '\\frac{8'}
{'Iteration': 4066, 'Final Solution': '\\frac{225'}
{'Iteration': 4067, 'Final Solution': '40,\\!000'}
{'Iteration': 4068, 'Final Solution': '1518'}
{'Iteration': 4069, 'Final Solution': None}
{'Iteration': 4070, 'Final Solution': '12'}
{'Iteration': 4071, 'Final Solution': '326.5'}
{'Iteration': 4072, 'Final Solution': '28'}
{'Iteration': 4073, 'Final Solution': '\\frac{1'}
{'Iteration': 4074, 'Final Solution': None}
{'Iteration': 4075, 'Final Solution': None}
{'Iteration': 4076, 'Final Solution': '25'}
{'Iteration': 4077, 'Final Solution': '8^3'}
{'Iteration': 4078, 'Final Solution': '\\frac{5'}
{'Iteration': 4079, 'Final Solution': None}
{'Iteration': 4080, 'Final Solution': None}
{'Iteration': 4081, 'Final Solution': '90'}
{'Iteration': 4082, 'Final Solution': '\\frac{7'}
{'Iteration': 4083, 'Final Solution': None}
{'Iteration': 4084, 'Final Solution': None}
{'Iteration': 4085, 'Final Solution': '48'}
{'Iteration': 4086, 'Final Solution': None}
{'Iteration': 4087, 'Final Solution': '\\frac{8'}
{'Iteration': 4088, 'Final Solution': '136'}
{'Iteration': 4089, 'Final Solution': '\\frac{7'}
{'Iteration': 4090, 'Final Solution': None}
{'Iteration': 4091, 'Final Solution': None}
{'Iteration': 4092, 'Final Solution': None}
{'Iteration': 4093, 'Final Solution': '59'}
{'Iteration': 4094, 'Final Solution': '\\frac{93'}
{'Iteration': 4095, 'Final Solution': '216'}
{'Iteration': 4096, 'Final Solution': '\\frac{1'}
{'Iteration': 4097, 'Final Solution': '0.2'}
{'Iteration': 4098, 'Final Solution': '97'}
{'Iteration': 4099, 'Final Solution': '48'}
{'Iteration': 4100, 'Final Solution': '676'}
{'Iteration': 4101, 'Final Solution': '10t+4'}
{'Iteration': 4102, 'Final Solution': '60'}
{'Iteration': 4103, 'Final Solution': None}
{'Iteration': 4104, 'Final Solution': '4\\sqrt{3'}
{'Iteration': 4105, 'Final Solution': None}
{'Iteration': 4106, 'Final Solution': '16'}
{'Iteration': 4107, 'Final Solution': '270'}
{'Iteration': 4108, 'Final Solution': '0'}
{'Iteration': 4109, 'Final Solution': None}
{'Iteration': 4110, 'Final Solution': '\\frac{3'}
{'Iteration': 4111, 'Final Solution': '2:1'}
{'Iteration': 4112, 'Final Solution': None}
{'Iteration': 4113, 'Final Solution': '90'}
{'Iteration': 4114, 'Final Solution': '147'}
{'Iteration': 4115, 'Final Solution': None}
{'Iteration': 4116, 'Final Solution': '84.5'}
{'Iteration': 4117, 'Final Solution': '510'}
{'Iteration': 4118, 'Final Solution': None}
{'Iteration': 4119, 'Final Solution': '10'}
{'Iteration': 4120, 'Final Solution': None}
{'Iteration': 4121, 'Final Solution': '563'}
{'Iteration': 4122, 'Final Solution': '73'}
{'Iteration': 4123, 'Final Solution': '3\\sqrt{3'}
{'Iteration': 4124, 'Final Solution': None}
{'Iteration': 4125, 'Final Solution': '3'}
{'Iteration': 4126, 'Final Solution': '\\frac{5'}
{'Iteration': 4127, 'Final Solution': None}
{'Iteration': 4128, 'Final Solution': '5\\text{ m'}
{'Iteration': 4129, 'Final Solution': '2\\sqrt{6'}
{'Iteration': 4130, 'Final Solution': None}
{'Iteration': 4131, 'Final Solution': '0.389'}
{'Iteration': 4132, 'Final Solution': None}
{'Iteration': 4133, 'Final Solution': '\\frac{3'}
{'Iteration': 4134, 'Final Solution': '36'}
{'Iteration': 4135, 'Final Solution': None}
{'Iteration': 4136, 'Final Solution': None}
{'Iteration': 4137, 'Final Solution': '\\frac{1'}
{'Iteration': 4138, 'Final Solution': '200'}
{'Iteration': 4139, 'Final Solution': '\\frac{1'}
{'Iteration': 4140, 'Final Solution': '10'}
{'Iteration': 4141, 'Final Solution': '21'}
{'Iteration': 4142, 'Final Solution': '52'}
{'Iteration': 4143, 'Final Solution': '27'}
{'Iteration': 4144, 'Final Solution': '5'}
{'Iteration': 4145, 'Final Solution': '10400\\pi'}
{'Iteration': 4146, 'Final Solution': '30^\\circ'}
{'Iteration': 4147, 'Final Solution': None}
{'Iteration': 4148, 'Final Solution': '15'}
{'Iteration': 4149, 'Final Solution': '11'}
{'Iteration': 4150, 'Final Solution': None}
{'Iteration': 4151, 'Final Solution': '2 \\cdot 3 \\cdot 5 \\cdot 173'}
{'Iteration': 4152, 'Final Solution': '-4'}
{'Iteration': 4153, 'Final Solution': '10'}
{'Iteration': 4154, 'Final Solution': '730'}
{'Iteration': 4155, 'Final Solution': '2'}
{'Iteration': 4156, 'Final Solution': None}
{'Iteration': 4157, 'Final Solution': '1302'}
{'Iteration': 4158, 'Final Solution': '2(k + 1)'}
{'Iteration': 4159, 'Final Solution': '17\\%'}
{'Iteration': 4160, 'Final Solution': None}
{'Iteration': 4161, 'Final Solution': '3,\\!300'}
{'Iteration': 4162, 'Final Solution': None}
{'Iteration': 4163, 'Final Solution': None}
{'Iteration': 4164, 'Final Solution': '53.125\\%'}
{'Iteration': 4165, 'Final Solution': '480'}
{'Iteration': 4166, 'Final Solution': '30^\\circ'}
{'Iteration': 4167, 'Final Solution': '27'}
{'Iteration': 4168, 'Final Solution': '\\frac{4'}
{'Iteration': 4169, 'Final Solution': '5.0'}
{'Iteration': 4170, 'Final Solution': '80'}
{'Iteration': 4171, 'Final Solution': None}
{'Iteration': 4172, 'Final Solution': '49'}
{'Iteration': 4173, 'Final Solution': '57.5^\\circ'}
{'Iteration': 4174, 'Final Solution': None}
{'Iteration': 4175, 'Final Solution': None}
{'Iteration': 4176, 'Final Solution': None}
{'Iteration': 4177, 'Final Solution': None}
{'Iteration': 4178, 'Final Solution': '55'}
{'Iteration': 4179, 'Final Solution': None}
{'Iteration': 4180, 'Final Solution': '1280'}
{'Iteration': 4181, 'Final Solution': None}
{'Iteration': 4182, 'Final Solution': None}
{'Iteration': 4183, 'Final Solution': None}
{'Iteration': 4184, 'Final Solution': '19'}
{'Iteration': 4185, 'Final Solution': None}
{'Iteration': 4186, 'Final Solution': '-99'}
{'Iteration': 4187, 'Final Solution': '7'}
{'Iteration': 4188, 'Final Solution': '-2x + 20'}
{'Iteration': 4189, 'Final Solution': None}
{'Iteration': 4190, 'Final Solution': None}
{'Iteration': 4191, 'Final Solution': None}
{'Iteration': 4192, 'Final Solution': '\\text{EM'}
{'Iteration': 4193, 'Final Solution': '\\frac{20'}
{'Iteration': 4194, 'Final Solution': '12,\\!376'}
{'Iteration': 4195, 'Final Solution': '24'}
{'Iteration': 4196, 'Final Solution': '8x-1'}
{'Iteration': 4197, 'Final Solution': '13'}
{'Iteration': 4198, 'Final Solution': '18'}
{'Iteration': 4199, 'Final Solution': '\\$62,500'}
{'Iteration': 4200, 'Final Solution': '37'}
{'Iteration': 4201, 'Final Solution': '72'}
{'Iteration': 4202, 'Final Solution': '2\\sqrt{5'}
{'Iteration': 4203, 'Final Solution': None}
{'Iteration': 4204, 'Final Solution': '\\text{G'}
{'Iteration': 4205, 'Final Solution': '18'}
{'Iteration': 4206, 'Final Solution': '4'}
{'Iteration': 4207, 'Final Solution': '3'}
{'Iteration': 4208, 'Final Solution': '6.6'}
{'Iteration': 4209, 'Final Solution': '4'}
{'Iteration': 4210, 'Final Solution': '4.5'}
{'Iteration': 4211, 'Final Solution': None}
{'Iteration': 4212, 'Final Solution': '60'}
{'Iteration': 4213, 'Final Solution': '32'}
{'Iteration': 4214, 'Final Solution': '\\frac{12'}
{'Iteration': 4215, 'Final Solution': '84'}
{'Iteration': 4216, 'Final Solution': '24'}
{'Iteration': 4217, 'Final Solution': '\\frac{1'}
{'Iteration': 4218, 'Final Solution': '90\\%'}
{'Iteration': 4219, 'Final Solution': '1300'}
{'Iteration': 4220, 'Final Solution': '-7'}
{'Iteration': 4221, 'Final Solution': '7'}
{'Iteration': 4222, 'Final Solution': '550'}
{'Iteration': 4223, 'Final Solution': None}
{'Iteration': 4224, 'Final Solution': '9'}
{'Iteration': 4225, 'Final Solution': None}
{'Iteration': 4226, 'Final Solution': '14'}
{'Iteration': 4227, 'Final Solution': '\\frac{11'}
{'Iteration': 4228, 'Final Solution': None}
{'Iteration': 4229, 'Final Solution': '100'}
{'Iteration': 4230, 'Final Solution': None}
{'Iteration': 4231, 'Final Solution': None}
{'Iteration': 4232, 'Final Solution': '36'}
{'Iteration': 4233, 'Final Solution': None}
{'Iteration': 4234, 'Final Solution': '2x'}
{'Iteration': 4235, 'Final Solution': '90'}
{'Iteration': 4236, 'Final Solution': None}
{'Iteration': 4237, 'Final Solution': None}
{'Iteration': 4238, 'Final Solution': None}
{'Iteration': 4239, 'Final Solution': '13'}
{'Iteration': 4240, 'Final Solution': '\\frac{9'}
{'Iteration': 4241, 'Final Solution': '3 \\cdot 5 \\cdot 7'}
{'Iteration': 4242, 'Final Solution': '220'}
{'Iteration': 4243, 'Final Solution': '72'}
{'Iteration': 4244, 'Final Solution': '36\\sqrt{3'}
{'Iteration': 4245, 'Final Solution': None}
{'Iteration': 4246, 'Final Solution': None}
{'Iteration': 4247, 'Final Solution': '9'}
{'Iteration': 4248, 'Final Solution': '-25'}
{'Iteration': 4249, 'Final Solution': None}
{'Iteration': 4250, 'Final Solution': '3.5'}
{'Iteration': 4251, 'Final Solution': '25'}
{'Iteration': 4252, 'Final Solution': '1'}
{'Iteration': 4253, 'Final Solution': None}
{'Iteration': 4254, 'Final Solution': '12'}
{'Iteration': 4255, 'Final Solution': '\\frac{2'}
{'Iteration': 4256, 'Final Solution': '24'}
{'Iteration': 4257, 'Final Solution': '\\frac{11'}
{'Iteration': 4258, 'Final Solution': None}
{'Iteration': 4259, 'Final Solution': '11'}
{'Iteration': 4260, 'Final Solution': None}
{'Iteration': 4261, 'Final Solution': None}
{'Iteration': 4262, 'Final Solution': '-14'}
{'Iteration': 4263, 'Final Solution': '64'}
{'Iteration': 4264, 'Final Solution': '\\frac{1'}
{'Iteration': 4265, 'Final Solution': None}
{'Iteration': 4266, 'Final Solution': '53'}
{'Iteration': 4267, 'Final Solution': '1/5'}
{'Iteration': 4268, 'Final Solution': '4'}
{'Iteration': 4269, 'Final Solution': None}
{'Iteration': 4270, 'Final Solution': '100'}
{'Iteration': 4271, 'Final Solution': '12,\\!000'}
{'Iteration': 4272, 'Final Solution': '40'}
{'Iteration': 4273, 'Final Solution': '123'}
{'Iteration': 4274, 'Final Solution': '0'}
{'Iteration': 4275, 'Final Solution': '17'}
{'Iteration': 4276, 'Final Solution': '120'}
{'Iteration': 4277, 'Final Solution': '-1'}
{'Iteration': 4278, 'Final Solution': '21'}
{'Iteration': 4279, 'Final Solution': '12'}
{'Iteration': 4280, 'Final Solution': '200,\\!000'}
{'Iteration': 4281, 'Final Solution': '23'}
{'Iteration': 4282, 'Final Solution': '450'}
{'Iteration': 4283, 'Final Solution': '22'}
{'Iteration': 4284, 'Final Solution': None}
{'Iteration': 4285, 'Final Solution': '24'}
{'Iteration': 4286, 'Final Solution': None}
{'Iteration': 4287, 'Final Solution': None}
{'Iteration': 4288, 'Final Solution': '\\frac{1'}
{'Iteration': 4289, 'Final Solution': '526'}
{'Iteration': 4290, 'Final Solution': None}
{'Iteration': 4291, 'Final Solution': '\\frac{1'}
{'Iteration': 4292, 'Final Solution': '76'}
{'Iteration': 4293, 'Final Solution': None}
{'Iteration': 4294, 'Final Solution': '99\\pi'}
{'Iteration': 4295, 'Final Solution': '9'}
{'Iteration': 4296, 'Final Solution': '6'}
{'Iteration': 4297, 'Final Solution': None}
{'Iteration': 4298, 'Final Solution': '38'}
{'Iteration': 4299, 'Final Solution': '0'}
{'Iteration': 4300, 'Final Solution': None}
{'Iteration': 4301, 'Final Solution': None}
{'Iteration': 4302, 'Final Solution': '1'}
{'Iteration': 4303, 'Final Solution': '6'}
{'Iteration': 4304, 'Final Solution': '120'}
{'Iteration': 4305, 'Final Solution': None}
{'Iteration': 4306, 'Final Solution': '3k-1'}
{'Iteration': 4307, 'Final Solution': '9'}
{'Iteration': 4308, 'Final Solution': '1'}
{'Iteration': 4309, 'Final Solution': '8'}
{'Iteration': 4310, 'Final Solution': None}
{'Iteration': 4311, 'Final Solution': '89'}
{'Iteration': 4312, 'Final Solution': '1320'}
{'Iteration': 4313, 'Final Solution': None}
{'Iteration': 4314, 'Final Solution': '60'}
{'Iteration': 4315, 'Final Solution': '0.15'}
{'Iteration': 4316, 'Final Solution': None}
{'Iteration': 4317, 'Final Solution': '6'}
{'Iteration': 4318, 'Final Solution': '15'}
{'Iteration': 4319, 'Final Solution': '15'}
{'Iteration': 4320, 'Final Solution': '360'}
{'Iteration': 4321, 'Final Solution': None}
{'Iteration': 4322, 'Final Solution': None}
{'Iteration': 4323, 'Final Solution': None}
{'Iteration': 4324, 'Final Solution': '\\frac{21'}
{'Iteration': 4325, 'Final Solution': '210'}
{'Iteration': 4326, 'Final Solution': '8'}
{'Iteration': 4327, 'Final Solution': '0'}
{'Iteration': 4328, 'Final Solution': '1.5'}
{'Iteration': 4329, 'Final Solution': '45'}
{'Iteration': 4330, 'Final Solution': '133'}
{'Iteration': 4331, 'Final Solution': '260'}
{'Iteration': 4332, 'Final Solution': None}
{'Iteration': 4333, 'Final Solution': None}
{'Iteration': 4334, 'Final Solution': '\\$160,\\!000'}
{'Iteration': 4335, 'Final Solution': '5,\\!040'}
{'Iteration': 4336, 'Final Solution': '7'}
{'Iteration': 4337, 'Final Solution': '\\frac{7'}
{'Iteration': 4338, 'Final Solution': '36'}
{'Iteration': 4339, 'Final Solution': None}
{'Iteration': 4340, 'Final Solution': '65'}
{'Iteration': 4341, 'Final Solution': '2'}
{'Iteration': 4342, 'Final Solution': '10'}
{'Iteration': 4343, 'Final Solution': '132'}
{'Iteration': 4344, 'Final Solution': None}
{'Iteration': 4345, 'Final Solution': '100'}
{'Iteration': 4346, 'Final Solution': '50\\%'}
{'Iteration': 4347, 'Final Solution': '31'}
{'Iteration': 4348, 'Final Solution': '54,321'}
{'Iteration': 4349, 'Final Solution': '\\frac{99'}
{'Iteration': 4350, 'Final Solution': '7'}
{'Iteration': 4351, 'Final Solution': '\\text{C'}
{'Iteration': 4352, 'Final Solution': '30'}
{'Iteration': 4353, 'Final Solution': None}
{'Iteration': 4354, 'Final Solution': '24'}
{'Iteration': 4355, 'Final Solution': '\\frac{3'}
{'Iteration': 4356, 'Final Solution': None}
{'Iteration': 4357, 'Final Solution': None}
{'Iteration': 4358, 'Final Solution': None}
{'Iteration': 4359, 'Final Solution': '50'}
{'Iteration': 4360, 'Final Solution': '18'}
{'Iteration': 4361, 'Final Solution': '6\\frac{5'}
{'Iteration': 4362, 'Final Solution': '5'}
{'Iteration': 4363, 'Final Solution': None}
{'Iteration': 4364, 'Final Solution': '1'}
{'Iteration': 4365, 'Final Solution': '3024'}
{'Iteration': 4366, 'Final Solution': '1'}
{'Iteration': 4367, 'Final Solution': '3'}
{'Iteration': 4368, 'Final Solution': '84'}
{'Iteration': 4369, 'Final Solution': '13.18'}
{'Iteration': 4370, 'Final Solution': '242'}
{'Iteration': 4371, 'Final Solution': None}
{'Iteration': 4372, 'Final Solution': '24'}
{'Iteration': 4373, 'Final Solution': '120'}
{'Iteration': 4374, 'Final Solution': '678.8'}
{'Iteration': 4375, 'Final Solution': None}
{'Iteration': 4376, 'Final Solution': '\\frac{1'}
{'Iteration': 4377, 'Final Solution': None}
{'Iteration': 4378, 'Final Solution': '\\dfrac{1'}
{'Iteration': 4379, 'Final Solution': '68^\\circ'}
{'Iteration': 4380, 'Final Solution': None}
{'Iteration': 4381, 'Final Solution': None}
{'Iteration': 4382, 'Final Solution': '8\\times 10^8'}
{'Iteration': 4383, 'Final Solution': '49'}
{'Iteration': 4384, 'Final Solution': '2x^\\circ = 256^\\circ'}
{'Iteration': 4385, 'Final Solution': '50'}
{'Iteration': 4386, 'Final Solution': '191'}
{'Iteration': 4387, 'Final Solution': '13'}
{'Iteration': 4388, 'Final Solution': '8'}
{'Iteration': 4389, 'Final Solution': '48'}
{'Iteration': 4390, 'Final Solution': '90^\\circ'}
{'Iteration': 4391, 'Final Solution': '4'}
{'Iteration': 4392, 'Final Solution': None}
{'Iteration': 4393, 'Final Solution': '20'}
{'Iteration': 4394, 'Final Solution': '50^\\circ'}
{'Iteration': 4395, 'Final Solution': '21'}
{'Iteration': 4396, 'Final Solution': '362,880'}
{'Iteration': 4397, 'Final Solution': '225'}
{'Iteration': 4398, 'Final Solution': '3.72\\times 10^3'}
{'Iteration': 4399, 'Final Solution': '3'}
{'Iteration': 4400, 'Final Solution': '28'}
{'Iteration': 4401, 'Final Solution': '111'}
{'Iteration': 4402, 'Final Solution': '\\frac{1'}
{'Iteration': 4403, 'Final Solution': '80'}
{'Iteration': 4404, 'Final Solution': '15^\\circ'}
{'Iteration': 4405, 'Final Solution': None}
{'Iteration': 4406, 'Final Solution': None}
{'Iteration': 4407, 'Final Solution': '75'}
{'Iteration': 4408, 'Final Solution': '\\frac{1'}
{'Iteration': 4409, 'Final Solution': '9'}
{'Iteration': 4410, 'Final Solution': '80'}
{'Iteration': 4411, 'Final Solution': '-49'}
{'Iteration': 4412, 'Final Solution': '0'}
{'Iteration': 4413, 'Final Solution': '12'}
{'Iteration': 4414, 'Final Solution': '12'}
{'Iteration': 4415, 'Final Solution': None}
{'Iteration': 4416, 'Final Solution': None}
{'Iteration': 4417, 'Final Solution': None}
{'Iteration': 4418, 'Final Solution': None}
{'Iteration': 4419, 'Final Solution': '95'}
{'Iteration': 4420, 'Final Solution': '80'}
{'Iteration': 4421, 'Final Solution': '\\frac{4'}
{'Iteration': 4422, 'Final Solution': '108'}
{'Iteration': 4423, 'Final Solution': '12'}
{'Iteration': 4424, 'Final Solution': '8'}
{'Iteration': 4425, 'Final Solution': None}
{'Iteration': 4426, 'Final Solution': '14'}
{'Iteration': 4427, 'Final Solution': None}
{'Iteration': 4428, 'Final Solution': '\\frac{130'}
{'Iteration': 4429, 'Final Solution': None}
{'Iteration': 4430, 'Final Solution': None}
{'Iteration': 4431, 'Final Solution': '135^\\circ'}
{'Iteration': 4432, 'Final Solution': None}
{'Iteration': 4433, 'Final Solution': '16'}
{'Iteration': 4434, 'Final Solution': '22.5'}
{'Iteration': 4435, 'Final Solution': None}
{'Iteration': 4436, 'Final Solution': None}
{'Iteration': 4437, 'Final Solution': '1.\\overline3'}
{'Iteration': 4438, 'Final Solution': '\\frac{53'}
{'Iteration': 4439, 'Final Solution': None}
{'Iteration': 4440, 'Final Solution': '22'}
{'Iteration': 4441, 'Final Solution': None}
{'Iteration': 4442, 'Final Solution': None}
{'Iteration': 4443, 'Final Solution': '\\frac{13'}
{'Iteration': 4444, 'Final Solution': '1188'}
{'Iteration': 4445, 'Final Solution': '18'}
{'Iteration': 4446, 'Final Solution': None}
{'Iteration': 4447, 'Final Solution': None}
{'Iteration': 4448, 'Final Solution': None}
{'Iteration': 4449, 'Final Solution': None}
{'Iteration': 4450, 'Final Solution': '8'}
{'Iteration': 4451, 'Final Solution': None}
{'Iteration': 4452, 'Final Solution': '(-2/3, -2/3)'}
{'Iteration': 4453, 'Final Solution': '2'}
{'Iteration': 4454, 'Final Solution': None}
{'Iteration': 4455, 'Final Solution': None}
{'Iteration': 4456, 'Final Solution': '\\text{(A) and (F)'}
{'Iteration': 4457, 'Final Solution': None}
{'Iteration': 4458, 'Final Solution': None}
{'Iteration': 4459, 'Final Solution': None}
{'Iteration': 4460, 'Final Solution': None}
{'Iteration': 4461, 'Final Solution': None}
{'Iteration': 4462, 'Final Solution': None}
{'Iteration': 4463, 'Final Solution': None}
{'Iteration': 4464, 'Final Solution': None}
{'Iteration': 4465, 'Final Solution': None}
{'Iteration': 4466, 'Final Solution': None}
{'Iteration': 4467, 'Final Solution': None}
{'Iteration': 4468, 'Final Solution': '\\text{(B)'}
{'Iteration': 4469, 'Final Solution': None}
{'Iteration': 4470, 'Final Solution': None}
{'Iteration': 4471, 'Final Solution': None}
{'Iteration': 4472, 'Final Solution': None}
{'Iteration': 4473, 'Final Solution': None}
{'Iteration': 4474, 'Final Solution': None}
{'Iteration': 4475, 'Final Solution': '\\begin{pmatrix'}
{'Iteration': 4476, 'Final Solution': None}
{'Iteration': 4477, 'Final Solution': None}
{'Iteration': 4478, 'Final Solution': None}
{'Iteration': 4479, 'Final Solution': None}
{'Iteration': 4480, 'Final Solution': None}
{'Iteration': 4481, 'Final Solution': '8 \\sqrt{5'}
{'Iteration': 4482, 'Final Solution': None}
{'Iteration': 4483, 'Final Solution': None}
{'Iteration': 4484, 'Final Solution': None}
{'Iteration': 4485, 'Final Solution': None}
{'Iteration': 4486, 'Final Solution': None}
{'Iteration': 4487, 'Final Solution': None}
{'Iteration': 4488, 'Final Solution': '-8 \\begin{vmatrix'}
{'Iteration': 4489, 'Final Solution': None}
{'Iteration': 4490, 'Final Solution': None}
{'Iteration': 4491, 'Final Solution': '8'}
{'Iteration': 4492, 'Final Solution': None}
{'Iteration': 4493, 'Final Solution': None}
{'Iteration': 4494, 'Final Solution': None}
{'Iteration': 4495, 'Final Solution': None}
{'Iteration': 4496, 'Final Solution': None}
{'Iteration': 4497, 'Final Solution': '(2, 4)'}
{'Iteration': 4498, 'Final Solution': None}
{'Iteration': 4499, 'Final Solution': None}
{'Iteration': 4500, 'Final Solution': '-\\frac{\\pi'}
{'Iteration': 4501, 'Final Solution': None}
{'Iteration': 4502, 'Final Solution': None}
{'Iteration': 4503, 'Final Solution': None}
{'Iteration': 4504, 'Final Solution': None}
{'Iteration': 4505, 'Final Solution': None}
{'Iteration': 4506, 'Final Solution': None}
{'Iteration': 4507, 'Final Solution': None}
{'Iteration': 4508, 'Final Solution': None}
{'Iteration': 4509, 'Final Solution': None}
{'Iteration': 4510, 'Final Solution': None}
{'Iteration': 4511, 'Final Solution': None}
{'Iteration': 4512, 'Final Solution': '330'}
{'Iteration': 4513, 'Final Solution': None}
{'Iteration': 4514, 'Final Solution': None}
{'Iteration': 4515, 'Final Solution': None}
{'Iteration': 4516, 'Final Solution': None}
{'Iteration': 4517, 'Final Solution': '\\frac{y'}
{'Iteration': 4518, 'Final Solution': None}
{'Iteration': 4519, 'Final Solution': None}
{'Iteration': 4520, 'Final Solution': '0'}
{'Iteration': 4521, 'Final Solution': None}
{'Iteration': 4522, 'Final Solution': None}
{'Iteration': 4523, 'Final Solution': None}
{'Iteration': 4524, 'Final Solution': None}
{'Iteration': 4525, 'Final Solution': None}
{'Iteration': 4526, 'Final Solution': None}
{'Iteration': 4527, 'Final Solution': None}
{'Iteration': 4528, 'Final Solution': None}
{'Iteration': 4529, 'Final Solution': None}
{'Iteration': 4530, 'Final Solution': '\\frac{1'}
{'Iteration': 4531, 'Final Solution': None}
{'Iteration': 4532, 'Final Solution': None}
{'Iteration': 4533, 'Final Solution': None}
{'Iteration': 4534, 'Final Solution': '\\left( 11 - 3, 16 - 4, 22 - 5 \\right) = (8,12,17)'}
{'Iteration': 4535, 'Final Solution': None}
{'Iteration': 4536, 'Final Solution': None}
{'Iteration': 4537, 'Final Solution': None}
{'Iteration': 4538, 'Final Solution': '-9'}
{'Iteration': 4539, 'Final Solution': None}
{'Iteration': 4540, 'Final Solution': None}
{'Iteration': 4541, 'Final Solution': None}
{'Iteration': 4542, 'Final Solution': None}
{'Iteration': 4543, 'Final Solution': None}
{'Iteration': 4544, 'Final Solution': None}
{'Iteration': 4545, 'Final Solution': None}
{'Iteration': 4546, 'Final Solution': '-\\frac{\\pi'}
{'Iteration': 4547, 'Final Solution': None}
{'Iteration': 4548, 'Final Solution': None}
{'Iteration': 4549, 'Final Solution': None}
{'Iteration': 4550, 'Final Solution': None}
{'Iteration': 4551, 'Final Solution': None}
{'Iteration': 4552, 'Final Solution': None}
