Iteration,ID,Run_1
3925,26198,Error Parsing Response
3926,7826,15
3927,28517,20
3928,29780,Error Parsing Response
3929,29369,168
3930,2641,\\text{Seokhyung
3931,21399,12
3932,15348,27.3
3933,24104,180
3934,1656,14
3935,17947,20
3936,28307,\\$0.20
3937,17934,"14,545.454545454545454545454545"
3938,19256,Error Parsing Response
3939,13016,8.00
3940,18906,308
3941,13859,200
3942,22423,15
3943,29449,Error Parsing Response
3944,27379,\\$84
3945,16127,Error Parsing Response
3946,3458,\\text{Yuna
3947,30336,14
3948,14893,\\frac{1
3949,12932,Error Parsing Response
3950,18474,20
3951,13804,103
3952,26590,Error Parsing Response
3953,5402,Error Parsing Response
3954,12697,\\frac{2
3955,20363,\\$405
3956,18406,Error Parsing Response
3957,5517,13
3958,16972,\\text{Eunju
3959,3899,Error Parsing Response
3960,12346,\\frac{3
3961,9272,Error Parsing Response
3962,20166,20
3963,20663,Error Parsing Response
3964,28449,3/7
3965,17909,1'
3966,3523,354
3967,11457,34
3968,14219,100000
3969,23183,60
3970,30707,Error Parsing Response
3971,21244,\\frac{4
3972,24615,Error Parsing Response
3973,14578,Error Parsing Response
3974,14980,\\frac{70
3975,7773,\\$99
3976,5586,850
3977,5793,Error Parsing Response
3978,13702,1050
3979,11350,Error Parsing Response
3980,21141,Error Parsing Response
3981,6128,Error Parsing Response
3982,21431,Error Parsing Response
3983,11165,1200
3984,7204,4
3985,16420,1.067
3986,28599,3440
3987,24119,3
3988,1849,182
3989,2495,9
3990,29723,240
3991,1037429082387147965,120 + 125 = 245
3992,7920,Error Parsing Response
3993,12530,Error Parsing Response
3994,13920,6
3995,3695754669400763197,1540
3996,991,8
3997,30643,45
3998,26987,Error Parsing Response
3999,25560,Error Parsing Response
4000,2026,Error Parsing Response
4001,17748,3
4002,22590,525
4003,19703,5'
4004,15273,1050
4005,10184,20
4006,163,10
4007,15715,40
4008,23045,83
4009,27047,30
4010,1568,15
4011,5133,120
4012,23033,\\frac{21
4013,6476,68
4014,28166,48
4015,10302,Error Parsing Response
4016,21725,12
4017,28084,35
4018,10889,16
4019,29378,\\$1008
4020,2796,10
4021,2396,56
4022,4710,Error Parsing Response
4023,15588,0.9
4024,2425,Error Parsing Response
4025,7388,10
4026,4556,12\\sqrt{13
4027,310,240
4028,17445,5
4029,30678,160
4030,24136,Error Parsing Response
4031,11998,9
4032,4814531982077685719,400
4033,14864,\\text{3
4034,24363,4
4035,4090,Error Parsing Response
4036,16585,Error Parsing Response
4037,7823,136
4038,5720,8\\text{ cm
4039,28652,2
4040,10158,\\$10
4041,9375,\\frac{5
4042,3213,20700
4043,19657,120
4044,22539,6
4045,30399,\\$12
4046,18838,28
4047,6345,-10
4048,11663,\\frac{26
4049,8900,2.5
4050,7378,Error Parsing Response
4051,2742,Error Parsing Response
4052,26644,10
4053,25893,Error Parsing Response
4054,30192,Error Parsing Response
4055,10183,Error Parsing Response
4056,16003,\\frac{138
4057,14775,\\$110
4058,22693,210
4059,15644,Error Parsing Response
4060,5440,3.7
4061,5304,6
4062,13839,20
4063,28801,10
4064,23706,6
4065,7186,200
4066,14119,Error Parsing Response
4067,22105,72
4068,2289,256
4069,2639,Error Parsing Response
4070,15997,15
4071,28771,175
4072,596,122
4073,16813,12
4074,19155,\\frac{2
4075,554,Error Parsing Response
4076,30205,Error Parsing Response
4077,20388,280
4078,11273,Error Parsing Response
4079,6757,15
4080,11606,Error Parsing Response
4081,12090,\\$15
4082,26756,21
4083,29619,Error Parsing Response
4084,24852,Error Parsing Response
4085,5615,Error Parsing Response
4086,13543,Error Parsing Response
4087,9540,6
4088,28803,808
4089,24708,\\frac{x
4090,25405,Error Parsing Response
4091,2564,1
4092,3663,Error Parsing Response
4093,12262,Error Parsing Response
4094,3350,\\$30
4095,15579,Error Parsing Response
4096,13852,Error Parsing Response
4097,13092,Error Parsing Response
4098,19753,620
4099,20236,2
4100,27502,6
4101,7774,Error Parsing Response
4102,19141,85
4103,18399,Error Parsing Response
4104,12936,4
4105,8385,3.5
4106,29620,\\$20
4107,1681,10
4108,3383,-175
4109,11533,\\$28
4110,10387,Error Parsing Response
4111,19669,Error Parsing Response
4112,2569,\\text{Jungkook
4113,8259,800
4114,21133,60
4115,14406,28
4116,4731,Error Parsing Response
4117,30591,7
4118,3927,67
4119,3528,\\frac{10
4120,24430,Error Parsing Response
4121,23937,Error Parsing Response
4122,15201,Error Parsing Response
4123,2818,Error Parsing Response
4124,23022,Error Parsing Response
4125,5938227892796475777,\\$60
4126,11183,Error Parsing Response
4127,22860,Error Parsing Response
4128,1372,6
4129,27003,-1
4130,12613,7
4131,13783,Error Parsing Response
4132,5427,14
4133,8523232667671514597,14
4134,23220,60
4135,8204,14
4136,15300,Error Parsing Response
4137,28030,2
4138,13954,9
4139,29407,12
4140,17527,Error Parsing Response
4141,20523,\\frac{5
4142,13648,\\frac{1'
4143,14233,2
4144,27719,Error Parsing Response
4145,11532,Error Parsing Response
4146,22379,3
4147,29421,13
4148,10647,45
4149,16375,Error Parsing Response
4150,12410,20
4151,29084,120
4152,1686,\\text{Minhyun
4153,30611,154
4154,7450,12
4155,14482,900
4156,7697,Error Parsing Response
4157,11737,121\\text{ cm
4158,23155,Error Parsing Response
4159,4193,Error Parsing Response
4160,15749,14
4161,7431,Error Parsing Response
4162,14634,2.4
4163,24232,500
4164,6830,\\frac{1
4165,16486,200
4166,10740,171.43
4167,10084,Error Parsing Response
4168,5532,384
4169,20805,12
4170,11774,48
4171,1935,Error Parsing Response
4172,14894,13^2=\\boxed{169
4173,27387,Error Parsing Response
4174,-7743472432802460426,Error Parsing Response
4175,5623,\\$5
4176,12731,Error Parsing Response
4177,1690,\\text{Jinseop
4178,28033,4
4179,19101,225
4180,12080,Error Parsing Response
4181,2581,21
4182,24746,32
4183,10577,Error Parsing Response
4184,18300,Error Parsing Response
4185,28212,150
4186,28786,4
4187,30461,Error Parsing Response
4188,29373,Error Parsing Response
4189,4270,6
4190,27585,243
4191,30128,Error Parsing Response
4192,27435,42.86
4193,24929,Error Parsing Response
4194,28764,Error Parsing Response
4195,26663,Error Parsing Response
4196,10072,5
4197,10269,\\$156
4198,2618,Error Parsing Response
4199,16075,Error Parsing Response
4200,12960,Error Parsing Response
4201,19971,45
4202,21461,Error Parsing Response
4203,7985,3
4204,14914,\\text{Hanbyeol
4205,23118,Error Parsing Response
4206,3014,Error Parsing Response
4207,7086,\\$27
4208,8132,8
4209,22798,Error Parsing Response
4210,13634,Error Parsing Response
4211,26223,4
4212,27148,25
4213,20070,Error Parsing Response
4214,6980,Error Parsing Response
4215,5951,24
4216,8038228069641441636,Error Parsing Response
4217,24487,25
4218,Q-001,10
4219,686,16423
4220,8778,196
4221,16842,23
4222,1860,111
4223,23561,\\$200
4224,24481,\\$160
4225,1074,67.2
4226,5093,1
4227,20975,Error Parsing Response
4228,8563,15'
4229,6759,14600
4230,23223,Error Parsing Response
4231,88e13c8c,Error Parsing Response
4232,15802,230
4233,12964,\\frac{1
4234,15147,Error Parsing Response
4235,16797,Error Parsing Response
4236,6996,4
4237,23365,Error Parsing Response
4238,10956,5
4239,15182,50
4240,22555,40
4241,28472,Error Parsing Response
4242,13578,"\\$50,\\!000"
4243,25854,Error Parsing Response
4244,22450,4
4245,15542,22
4246,7021,3
4247,2583,Error Parsing Response
4248,30221,Error Parsing Response
4249,18931,30
4250,7405,Error Parsing Response
4251,27061,2
4252,6813,Error Parsing Response
4253,2472,Error Parsing Response
4254,6705,Error Parsing Response
4255,3628,Error Parsing Response
4256,4476,140.59
4257,12709,8
4258,16244,Error Parsing Response
4259,14597,13
4260,6550,10
4261,22085,20
4262,22781,-5.5
4263,20645,\\frac{1
4264,6992,Error Parsing Response
4265,14344,156.25
4266,26412,3
4267,24221,2
4268,2633,40
4269,20525,Error Parsing Response
4270,22731,Error Parsing Response
4271,8246,\\$13
4272,25653,\\$390
4273,11875,115
4274,18879,750
4275,3850,24
4276,27436,\\$312
4277,13013,Error Parsing Response
4278,28322,Error Parsing Response
4279,8369,120
4280,5129,Error Parsing Response
4281,17982,10
4282,16280,10
4283,10507,6.2
4284,4091,\\text{second
4285,23087,14
4286,5577,0.8
4287,19209,5
4288,12384,4
4289,9422,\\$1.45
4290,15451,2
4291,15509,Error Parsing Response
4292,16457,4
4293,14708,45
4294,13816,50\\%
4295,21166,15
4296,27317,Error Parsing Response
4297,5205,Error Parsing Response
4298,23176,15
4299,20401,10
4300,4068,8
4301,9096,50
4302,27438,93
4303,9068,80
4304,18397,17
4305,29087,7.5
4306,30070,11
4307,5339,9
4308,3200,9
4309,13799,58
4310,2547,"152,\\!440,\\!000"
4311,19198,Error Parsing Response
4312,23854,\\text{A
4313,26973,Error Parsing Response
4314,13309,Error Parsing Response
4315,29789,50
4316,23267,25
4317,7714,40
4318,25073,5
4319,17857,Error Parsing Response
4320,14995,Error Parsing Response
4321,28411,25
4322,7251,25
4323,19839,9570
4324,23359,\\$7
4325,10397,Error Parsing Response
4326,21485,Error Parsing Response
4327,14446,\\$3.50
4328,1334,42
4329,4095,3
4330,30478,10635
4331,18347,Error Parsing Response
4332,17500,3
4333,15471,Error Parsing Response
4334,3646,\\text{Heejin
4335,14166,15'
4336,14539,\\$320
4337,22856,5
4338,Q1-34,10
4339,30319,Error Parsing Response
4340,20542,\\$4
4341,29,720
4342,9862,25
4343,9261,60
4344,9824,Error Parsing Response
4345,15089,Error Parsing Response
4346,25190,Error Parsing Response
4347,20253,Error Parsing Response
4348,1960,Error Parsing Response
4349,13827,18
4350,7546,10
4351,30241,Error Parsing Response
4352,20198,Error Parsing Response
4353,27357,Error Parsing Response
4354,16909,Error Parsing Response
4355,854,24
4356,16945,Error Parsing Response
4357,29870,Error Parsing Response
4358,21026,Error Parsing Response
4359,20186,Error Parsing Response
4360,29262,Error Parsing Response
4361,7459,Error Parsing Response
4362,8189,39
4363,16647,\\$310
4364,16283,50
4365,30088,\\$4
4366,8255,2700
4367,21538,Error Parsing Response
4368,30116,Error Parsing Response
4369,5884,Error Parsing Response
4370,28317,31.25\\%
4371,9748,Error Parsing Response
4372,312,3
4373,15418,91
4374,24036,36
4375,18759,Error Parsing Response
4376,20221,333
4377,29503,2
4378,24892,Error Parsing Response
4379,7698,60
4380,29925,4
4381,26672,\\$1.67
4382,27176,24
4383,26365,8
4384,19946,Error Parsing Response
4385,29217,\\frac{3
4386,23672,13
4387,265,3.1
4388,23908,6
4389,857,2
4390,9241,34
4391,7574,90
4392,4266,174
4393,20111,1637.5
4394,23494,Error Parsing Response
4395,18967,18
4396,7248,8 \\times 7 = 56
4397,2406,Error Parsing Response
4398,27485,95
4399,11731,207
4400,11946,9
4401,19685,117
4402,29607,80
4403,8175,590
4404,20123,3
4405,2597,164
4406,3498,Error Parsing Response
4407,6677,15
4408,18400,3
4409,30282,62.5
4410,7147,9
4411,3892,84
4412,12316,1'
4413,23342,Error Parsing Response
4414,24908,Error Parsing Response
4415,18958,Error Parsing Response
4416,16028,66
4417,20860,210
4418,2758,59
4419,3237,10
4420,4210,4
4421,24039,1'
4422,24258,2
4423,3937,28
4424,10737,2:1
4425,28446,\\$100
4426,17783,Error Parsing Response
4427,13779,Error Parsing Response
4428,4362,3
4429,19597,\\frac{1
4430,164,8.58
4431,17022,110
4432,13157,0
4433,23798,40
4434,25371,10
4435,29145,Error Parsing Response
4436,27761,26
4437,14025,Error Parsing Response
4438,7755,8
4439,26303,4
4440,26581,1144
4441,17888,\\$800
4442,27046,\\$180/52/6
4443,4685,3120
4444,621,\\text{first
4445,20331,\\$4
4446,27121,\\$100
4447,23570,\\$82
4448,1087,7
4449,22842,6000
4450,4389,9
4451,18595,\\$850
4452,11208,Error Parsing Response
4453,10437,Error Parsing Response
4454,338,2
4455,17094,63
4456,16069,1000
4457,-3412632735844162241,0
4458,6481,Error Parsing Response
4459,17939,Error Parsing Response
4460,13828,Error Parsing Response
4461,30657,4
4462,16186,6
4463,30724,6
4464,18730,-5760
4465,6247,2
4466,6104,45
4467,15844,240
4468,11741,116
4469,9384,6
4470,25783,Error Parsing Response
4471,30258,\\frac{1041
4472,945,Error Parsing Response
4473,12524,35
4474,14513,Error Parsing Response
4475,3636,\\text{Seokjin
4476,12736,1.5
4477,6281,\\$10
4478,24870,0
4479,30132,243
4480,788,15
4481,7993,Error Parsing Response
4482,15146,72
4483,9379,60
4484,11200,92
4485,23623,60
4486,11511,\\$3.\\overline{3
4487,29920,3
4488,13252,Error Parsing Response
4489,21869,6
4490,6016,1
4491,18643,80
4492,4958,Error Parsing Response
4493,28364,20
4494,3013,\\$4/3
4495,12391,Error Parsing Response
4496,19281,80
4497,20056,Error Parsing Response
4498,29843,3
4499,8378,7
4500,2035545139171587325,160
4501,25509,104
4502,29327,11
4503,10272,Error Parsing Response
4504,11135,6
4505,11262,Error Parsing Response
4506,19075,\\$0.25
4507,14187,Error Parsing Response
4508,7780,2
4509,19582,4
4510,10915,Error Parsing Response
4511,18743,1602
4512,27695,4.2857
4513,4804,5
4514,3082,50
4515,30267,10
4516,5685,\\text{Yugyeong
4517,23892,10'
4518,11927,Error Parsing Response
4519,21727,12
4520,9246,6
4521,20140,Error Parsing Response
4522,4094,100
4523,21278,Error Parsing Response
4524,11742,Error Parsing Response
4525,23991,70
4526,7229,Error Parsing Response
4527,4255,Error Parsing Response
4528,12318,Error Parsing Response
4529,11251,Error Parsing Response
4530,18004,21
4531,4221,1677
4532,799,132
4533,465,13
4534,Q-1234,9
4535,23539,3472
4536,14658,\\$10
4537,434,3
4538,24047,20
4539,14574,500
4540,226,12
4541,12429,12
4542,20458,Error Parsing Response
4543,4326,-177
4544,8630,13
4545,6131,Error Parsing Response
4546,1701,Error Parsing Response
4547,6477,3
4548,19300,10
4549,12455,\\frac{2
4550,895,161
4551,22901,3
4552,1097,Error Parsing Response
4553,462,300
4554,26358,Error Parsing Response
4555,1672,30
4556,5381216218857606182,18
4557,12778,11.2
4558,14195,Error Parsing Response
4559,-4194705505621944475,Error Parsing Response
4560,23916,20
4561,29645,35
4562,18500,Error Parsing Response
4563,24509,\\frac{15'
4564,5826,18
4565,12812,7
4566,6468,\\frac{4
4567,10448,3
4568,16085,Error Parsing Response
4569,21655,\\text{Myeonghun's school
4570,27286,Error Parsing Response
4571,3585,Error Parsing Response
4572,21297,\\$600
4573,9131,\\$3
4574,23358,Error Parsing Response
4575,1326,24
4576,5626,55
4577,5539,\\frac{7
4578,-3266123095731232827,24
4579,5411,Error Parsing Response
4580,13167,125
4581,8550,1268
4582,148,Error Parsing Response
4583,30469,6000
4584,18553,Error Parsing Response
4585,20850,\\$2
4586,23644,Error Parsing Response
4587,11345,Error Parsing Response
4588,29771,19
4589,5601,Error Parsing Response
4590,716,\\frac{3
4591,23096,8
4592,29690,1200
4593,19512,\\$48
4594,15977,4
4595,10984,10
4596,3049,7
4597,7077,\\$27
4598,29213,\\frac{2
4599,12651,14
4600,9479,25
4601,26820,52
4602,784,\\text{B
4603,22063,-32
4604,16451,Error Parsing Response
4605,10686,\\frac{9
4606,10392,80
4607,15619,15
4608,17456,142.86
4609,13615,0.7
4610,26526,338
4611,7942,Error Parsing Response
4612,27955,6
4613,29543,Error Parsing Response
4614,5967,5
4615,6388,36
4616,9528,18
4617,1635980049532978208,208
4618,15245,4.63
4619,8010,\\$36
4620,10046,4
4621,26464,120
4622,4333,6
4623,24500,100
4624,29559,15
4625,23885,Error Parsing Response
4626,17964,"60,000"
4627,16306,\\frac{1
4628,29836,160
4629,7871,\\frac{60
4630,16393,3
4631,16645,10
4632,28031,500
4633,2598466723222634345,3
4634,29439,150
4635,2065,\\frac{32
4636,23556,\\text{Jaeho
4637,562,Error Parsing Response
4638,1933,2.304\\text{ m
4639,4179,31.6\\text{ cm
4640,28499,19
4641,28567,0
4642,8070,100
4643,7372,18
4644,13005,Error Parsing Response
4645,22628,50
4646,18587,Error Parsing Response
4647,30279,6
4648,20427,150
4649,15023,104
4650,29209,50\\%
4651,1584,48
4652,28721,10.5
4653,12554,\\$90
4654,23939,810
4655,25823,24
4656,26113,13
4657,12947,26
4658,25313,"\\$"""
4659,10697,30
4660,28255,\\$50
4661,21689,-11
4662,1923,\\text{11th
4663,21015,\\frac{4
4664,29033,Error Parsing Response
4665,17756,"1264"""
4666,2831,Error Parsing Response
4667,29093,1
4668,12451,Error Parsing Response
4669,15825,Error Parsing Response
4670,q001,\\text{Maria and Lucas cycled the same amount.
4671,24053,75.2\\%
4672,10933,13
4673,3302,72
4674,28254,Error Parsing Response
4675,21503,\\$68
4676,26121,Error Parsing Response
4677,30347,80
4678,20473,9
4679,4069,5
4680,22876,10
4681,6507,Error Parsing Response
4682,15313,1500
4683,14503,Error Parsing Response
4684,8742,310
4685,7717,18
4686,10006,Error Parsing Response
4687,25179,21
4688,1068,Error Parsing Response
4689,22554,75
4690,13250,5
4691,22113,Error Parsing Response
4692,19853,\\$1200
4693,835,90
4694,14287,Error Parsing Response
4695,19298,20
4696,22136,450
4697,14175,10
4698,26875,46
4699,21041,4
4700,21646,40
4701,26083,5
4702,9100,21
4703,25355,16
4704,11043,\\$80
4705,22847,310
4706,3876,3360
4707,1427,6
4708,18883,Error Parsing Response
4709,23536,2.5
4710,10088,Error Parsing Response
4711,3885,8
4712,6768,1002
4713,1902,Error Parsing Response
4714,26583,2600
4715,131,\\text{A
4716,5455,Error Parsing Response
4717,318,8
4718,9378,2:1
4719,11506,400
4720,11706,Error Parsing Response
4721,2070,\\text{A
4722,9757,2
4723,-141985230447918696,Error Parsing Response
4724,19050,21
4725,23369,1
4726,8665,30
4727,12078,0
4728,15562,9
4729,20472,\\frac{40
4730,12283,1
4731,441,861
4732,16488,600
4733,4707,Error Parsing Response
4734,9205,\\frac{1
4735,11725,4
4736,1224,9
4737,7109,4
4738,20474,30
4739,24370,Error Parsing Response
4740,18275,Error Parsing Response
4741,14504,450
4742,20230,7
4743,28193,2
4744,28750,22
4745,21880,Error Parsing Response
4746,10303,Error Parsing Response
4747,24107,22
4748,7456,40
4749,12673,12
4750,24052,Error Parsing Response
4751,29042,Error Parsing Response
4752,25692,Error Parsing Response
4753,548,Error Parsing Response
4754,5245,1040
4755,29682,4
4756,7043,5
4757,30401,2
4758,1230,10
4759,11690,12
4760,27763,20
4761,27792,40
4762,22830,4
4763,18547,21
4764,2468,\\text{Yuna
4765,19814,20
4766,6450,150
4767,20977,Error Parsing Response
4768,25408,Error Parsing Response
4769,21428,Error Parsing Response
4770,11701,2
4771,6003,7
4772,25660,12
4773,11486,150
4774,26498,12
4775,12355,2
4776,28018,20/9
4777,23560,Error Parsing Response
4778,5910,Error Parsing Response
4779,10315,4
4780,14026,400
4781,23235,Error Parsing Response
4782,13039,6
4783,5070,206.25
4784,11662,8
4785,3832,Error Parsing Response
4786,7903,60
4787,22131,72
4788,1915,Error Parsing Response
4789,10148,\\$660
4790,25281,62.5
4791,1976,\\text{P
4792,24201,9
4793,6582,12+x
4794,6355,Error Parsing Response
4795,13045,16
4796,6451,6
4797,25940,\\text{52nd
4798,5917,Error Parsing Response
4799,20980,\\frac{1
4800,3688,\\text{Jimin
4801,1929,24
4802,19508,8
4803,16424,-2
4804,4087,35
4805,23776,Error Parsing Response
4806,13073,Error Parsing Response
4807,30027,39
4808,13155,Error Parsing Response
4809,8752,5
4810,16705,6144
4811,5202,30
4812,7308,Error Parsing Response
4813,19583,Error Parsing Response
4814,5040,1.7
4815,5490,8
4816,17941,\\$650
4817,3379,150
4818,20857,14
4819,6399,\\$9.6
4820,2416,67
4821,3490,1.7
4822,4729,12
4823,3617,68
4824,3203,5.12\\text{ cm
4825,20835,2
4826,12203,Error Parsing Response
4827,17764,\\frac{10
4828,11258,375
4829,30601,25
4830,6040,Error Parsing Response
4831,30744,40
4832,19613,Error Parsing Response
4833,9557,7
4834,1516,31
4835,1971,9
4836,17190,1
4837,21443,21
4838,867,Error Parsing Response
4839,24674,Error Parsing Response
4840,21533,64
4841,7684,Error Parsing Response
4842,9538,16
4843,3501,301
4844,11469,Error Parsing Response
4845,20441,\\$4.67
4846,4493,7
4847,14181,Error Parsing Response
4848,19153,56
4849,10643,26.67\\%
4850,13886,"\\$22,000"
4851,27646,Error Parsing Response
4852,1893,4
4853,22945,7
4854,22463,30
4855,14616,Error Parsing Response
4856,10985,3
4857,22617,\\frac{20
4858,26567,7.00
4859,2067,Error Parsing Response
4860,28984,729
4861,360,Error Parsing Response
4862,16149,5
4863,18451,Error Parsing Response
4864,11160,\\$35
4865,5412,Error Parsing Response
4866,10631,Error Parsing Response
4867,6931,Error Parsing Response
4868,24326,47
4869,22459,Error Parsing Response
4870,15553,250
4871,542,\\text{Eunji
4872,9780,6
4873,26193,9
4874,21585,Error Parsing Response
4875,10104,50
4876,16811,Error Parsing Response
4877,29317,57
4878,15241,Error Parsing Response
4879,22069,Error Parsing Response
4880,12537,36000
4881,13580,10
4882,22305,-950
4883,320,110
4884,11126,900
4885,8802,\\frac{5
4886,30705,'
4887,16641,2.5
4888,12712,-2
4889,8852,9594
4890,21136,Error Parsing Response
4891,107,Error Parsing Response
4892,2304,6
4893,7038,31.50
4894,21473,\\frac{1
4895,12364,Error Parsing Response
4896,17206,25
4897,21346,Error Parsing Response
4898,10479,50
4899,21779,Error Parsing Response
4900,25382,126
4901,4223,3350
4902,18572,320
4903,12546,108
4904,11871,Error Parsing Response
4905,3625,15
4906,8350,\\$1/2
4907,22458,108
4908,2958,13
4909,8850,600
4910,7244,384
4911,1495,Error Parsing Response
4912,15680,20
4913,22483,\\$300
4914,14767,Error Parsing Response
4915,20998,20
4916,14774,2
4917,24195,'
4918,25566,40
4919,22033,Error Parsing Response
4920,9404,Error Parsing Response
4921,3738,10
4922,17266,4
4923,28600,120
4924,21273,26
4925,16180,42
4926,27203,\\$96
4927,8474,Error Parsing Response
4928,21024,\\$2000
4929,28100,Error Parsing Response
4930,11958,Error Parsing Response
4931,5208,\\text{B
4932,10541,2
4933,898,51.9
4934,2306,27
4935,18806,Error Parsing Response
4936,-7097760818929339784,Error Parsing Response
4937,29985,30
4938,9078,Error Parsing Response
4939,14538,Error Parsing Response
4940,25107,\\$55
4941,12131,Error Parsing Response
4942,5841,20
4943,17234,85
4944,19146,2
4945,18551,21
4946,-7684748780606124215,96
4947,5,59
4948,1831,\\$72.00
4949,11841,Error Parsing Response
4950,26008,\\$80
4951,27517,15\\%
4952,21409,1600
4953,30059,\\$15.30
4954,10114,\\$2
4955,25061,4000
4956,20613,Error Parsing Response
4957,9759,1500
4958,15533,22
4959,11793,Error Parsing Response
4960,2177,\\text{Hoseok
4961,28113,2'
4962,4592,18
4963,7501,Error Parsing Response
4964,2554,3\\frac{1
4965,27523,500
4966,29140,Error Parsing Response
4967,15556,Error Parsing Response
4968,17622,35
4969,-7990240387020223210,Error Parsing Response
4970,26246,255
4971,14845,3
4972,9580,18
4973,914,1
4974,17581,50
4975,34,120
4976,1822,125
4977,21967,-18
4978,30410,10
4979,28116,\\frac{2
4980,15531,130
4981,26782,18
4982,7298,382
4983,5218,Error Parsing Response
4984,26234,\\frac{1
4985,6518,48
4986,28793,40
4987,3477,\\text{(d)
4988,27991,4.45
4989,3044,Error Parsing Response
4990,9526,6
4991,17282,Error Parsing Response
4992,15180,50
4993,8989,2
4994,8500,18
4995,8335,15\\%
4996,11823,Error Parsing Response
4997,27664,Error Parsing Response
4998,24545,Error Parsing Response
4999,7784,38
5000,4329,10
5001,23457,\\$112
5002,6033,16
5003,1463,Error Parsing Response
5004,13193,56
5005,10374,Error Parsing Response
5006,28500,\\$360
5007,22673,10
5008,8384,168
5009,18624,12
5010,25971,\\$15
5011,7833,Error Parsing Response
5012,30323,22
5013,30751,4
5014,5067,Error Parsing Response
5015,10466,59
5016,2747,Error Parsing Response
5017,26466,25
5018,12581,35
5019,28495,80
5020,15030,Error Parsing Response
5021,11836,32
5022,4359,\\text{Yuna
5023,5732,Error Parsing Response
5024,13854,6
5025,13147,Error Parsing Response
5026,2725,Error Parsing Response
5027,3522,92
5028,24040,50.5
5029,22097,Error Parsing Response
5030,9756,Error Parsing Response
5031,21390,Error Parsing Response
5032,27303,9
5033,1868,\\frac{1
5034,20914,230
5035,29163,Error Parsing Response
5036,28164,Error Parsing Response
5037,30001,Error Parsing Response
5038,12688,Error Parsing Response
5039,10150,45
5040,17261,405
5041,13703,125
5042,25346,60
5043,19103,7
5044,461,Error Parsing Response
5045,13269,10
5046,3273,0.58
5047,23929,4
5048,8913,70
5049,14356,84
5050,5306,2.16
5051,24445,14
5052,29604,150
5053,13872,Error Parsing Response
5054,24473,10'
5055,3066,19
5056,1604,8
5057,5930,Error Parsing Response
5058,23490,\\text{Jungkook
5059,3051,Error Parsing Response
5060,2480,3
5061,26540,"120000+10000+50000+300000+600000+6000=\\$1,330,000"
5062,9941,17
5063,17632,Error Parsing Response
5064,19068,13600\\text{ breaths/minute
5065,28052,3
5066,27042,\\$2400
5067,29003,Error Parsing Response
5068,14690,\\frac{1
5069,6800,4
5070,22653,Error Parsing Response
5071,27057,\\$1.00
5072,30044,60
5073,1806,Error Parsing Response
5074,13885,150
5075,8217,20
5076,4049,240
5077,20725,22
5078,26905,Error Parsing Response
5079,13106,174
5080,7106,\\frac{1
5081,21498,Error Parsing Response
5082,6222,Error Parsing Response
5083,4463,42
5084,23062,1
5085,25339,2
5086,21734,\\frac{3
5087,851,Error Parsing Response
5088,24226,Error Parsing Response
5089,25,6
5090,4730,12
5091,27423,30
5092,28464,Error Parsing Response
5093,1029,5400
5094,25309,\\$5
5095,8909,18
5096,9588,Error Parsing Response
5097,20919,3
5098,4395,Error Parsing Response
5099,11930,4
5100,1381,252
5101,19273,124
5102,24132,Error Parsing Response
5103,12825,Error Parsing Response
5104,7036,8
5105,2608,\\text{B
5106,15066,Error Parsing Response
5107,28712,63
5108,19863,50
5109,17601,\\$17
5110,670,\\frac{1
5111,2874,28
5112,6798,\\$400
5113,5081,100
5114,14795,Error Parsing Response
5115,21515,150
5116,9250,Error Parsing Response
5117,15618,Error Parsing Response
5118,19145,15
5119,20884,\\$15
5120,14361,28
5121,9108,Error Parsing Response
5122,8171,5
5123,9705,Error Parsing Response
5124,22649,Error Parsing Response
5125,25188,Error Parsing Response
5126,21729,45
5127,18861,\\frac{1
5128,2494,10
5129,6226,3
5130,15912,Error Parsing Response
5131,17295,\\$50
5132,10120,Error Parsing Response
5133,23620,Error Parsing Response
5134,30425,Error Parsing Response
5135,20619,40
5136,24396,21
5137,25809,32
5138,28087,1
5139,10961,300
5140,16561,Error Parsing Response
5141,28424,Error Parsing Response
5142,19589,60
5143,24592,9
5144,5868,300
5145,30309,1
5146,27531,23
5147,8039,6
5148,14665,Error Parsing Response
5149,20567,120\\text{ ft
5150,30255,Error Parsing Response
5151,4472,20
5152,10875,5.5
5153,6496,115
5154,27422,52\\%
5155,665,Error Parsing Response
5156,23145,20
5157,29536,\\$2000
5158,5285,\\text{fourth
5159,17006,1
5160,4445,146.5
5161,1042,2
5162,28045,4
5163,15311,\\frac{1
5164,20709,1
5165,24951,Error Parsing Response
5166,20502,Error Parsing Response
5167,4778,Error Parsing Response
5168,22575,1
5169,111,\\$16
5170,20177,Error Parsing Response
5171,30472,1
5172,1768,10
5173,6088,9
5174,22862,8
5175,7222,72
5176,10004,\\frac{1
5177,26718,Error Parsing Response
5178,26862,\\frac{1
5179,5860,5
5180,3500,12
5181,23844,5
5182,4299,19
5183,19437,70
5184,9413,54
5185,24944,495
5186,12503,Error Parsing Response
5187,26514,48
5188,10017,38
5189,16009,9
5190,3471,38
5191,7141,\\$30
5192,25433,Error Parsing Response
5193,469,\\text{A
5194,28564,53
5195,4161,Error Parsing Response
5196,23333,56
5197,6519,290
5198,30306,1500
5199,3641,6
