,row_index,level,type,llama3_is_correct,llama_solution,llema_is_correct,llema_solution,level:type,qwen_is_correct,qwen_solution,mistral_is_correct,mistral_solution,all_correct,all_incorrect,at_least_3_correct,at_least_2_correct,at_least_1_correct,all_agree
3945,3945,Level 5,Prealgebra,False,16,False,28,Level 5: Prealgebra,False,Error Parsing Response,False,8,False,True,False,False,False,False
3952,3952,Level 4,Prealgebra,False,180^\circ,False,,Level 4: Prealgebra,False,150^\circ,False,0^\circ,False,True,False,False,False,False
3953,3953,Level 4,Prealgebra,False,128,False,,Level 4: Prealgebra,False,80^\circ,False,64^\circ,False,True,False,False,False,False
3954,3954,Level 2,Prealgebra,False,1,False,2012,Level 2: Prealgebra,False,0,False,0,False,True,False,False,False,False
3962,3962,Level 5,Prealgebra,False,36,False,,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
3964,3964,Level 4,Prealgebra,False,-10^\circ,False,,Level 4: Prealgebra,False,10,False,Error Parsing Response,False,True,False,False,False,False
3968,3968,Level 5,Prealgebra,False,Error Parsing Response,False,,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
3969,3969,Level 4,Prealgebra,False,155+24\sqrt{2},False,42,Level 4: Prealgebra,False,Error Parsing Response,False,129,False,True,False,False,False,False
3971,3971,Level 5,Prealgebra,False,6,False,,Level 5: Prealgebra,False,11\frac{2}{3}$,False,11\frac{50}{60},False,True,False,False,False,False
3974,3974,Level 5,Prealgebra,False,24,False,16,Level 5: Prealgebra,False,8,False,128,False,True,False,False,False,False
3975,3975,Level 5,Prealgebra,False,\frac{1}{5},False,\frac{1,Level 5: Prealgebra,False,\frac{1}{5},False,\frac{2}{3},False,True,False,False,False,False
3976,3976,Level 4,Prealgebra,False,-30^\circ,False,,Level 4: Prealgebra,False,Error Parsing Response,False,35^\circ,False,True,False,False,False,False
3977,3977,Level 5,Prealgebra,False,There are no 4-door red cars in the parking lot.,False,,Level 5: Prealgebra,False,1,False,4,False,True,False,False,False,False
3979,3979,Level 5,Prealgebra,False,\frac{5}{648},False,,Level 5: Prealgebra,False,\frac{1}{162},False,\frac{1}{1296},False,True,False,False,False,False
3980,3980,Level 4,Prealgebra,False,10c,False,,Level 4: Prealgebra,False,8c+6,False,Error Parsing Response,False,True,False,False,False,False
3986,3986,Level 4,Prealgebra,False,Error Parsing Response,False,,Level 4: Prealgebra,False,\frac{a}{5},False,Error Parsing Response,False,True,False,False,False,False
3992,3992,Level 4,Prealgebra,False,\mathbf{5},False,8,Level 4: Prealgebra,False,6,False,Error Parsing Response,False,True,False,False,False,False
3993,3993,Level 4,Prealgebra,False,\$830.6,False,\$490,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
3994,3994,Level 5,Prealgebra,False,80^\circ,False,210^\circ,Level 5: Prealgebra,False,Error Parsing Response,False,60^\circ,False,True,False,False,False,False
3995,3995,Level 4,Prealgebra,False,60,False,6\sqrt{10,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
3998,3998,Level 4,Prealgebra,False,5,False,,Level 4: Prealgebra,False,180,False,Error Parsing Response,False,True,False,False,False,False
3999,3999,Level 5,Prealgebra,False,\frac{7}{10},False,\frac{17,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4000,4000,Level 5,Prealgebra,False,Error Parsing Response,False,120,Level 5: Prealgebra,False,Error Parsing Response,False,1000,False,True,False,False,False,False
4002,4002,Level 1,Prealgebra,False,Error Parsing Response,False,,Level 1: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4003,4003,Level 3,Prealgebra,False,Error Parsing Response,False,,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4004,4004,Level 5,Prealgebra,False,5,False,9,Level 5: Prealgebra,False,21,False,Error Parsing Response,False,True,False,False,False,False
4008,4008,Level 2,Prealgebra,False,Error Parsing Response,False,3,Level 2: Prealgebra,False,4,False,Error Parsing Response,False,True,False,False,False,False
4012,4012,Level 2,Prealgebra,False,Error Parsing Response,False,25,Level 2: Prealgebra,False,Error Parsing Response,False,25,False,True,False,False,False,False
4013,4013,Level 5,Prealgebra,False,Error Parsing Response,False,\frac{1235,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4014,4014,Level 4,Prealgebra,False,Error Parsing Response,False,88,Level 4: Prealgebra,False,40,False,Error Parsing Response,False,True,False,False,False,False
4018,4018,Level 2,Prealgebra,False,5,False,\frac{5,Level 2: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4019,4019,Level 3,Prealgebra,False,Error Parsing Response,False,\frac{1,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4024,4024,Level 5,Prealgebra,False,43^\circ,False,,Level 5: Prealgebra,False,118^\circ,False,Error Parsing Response,False,True,False,False,False,False
4025,4025,Level 3,Prealgebra,False,36,False,,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4027,4027,Level 4,Prealgebra,False,\frac{1}{3},False,,Level 4: Prealgebra,False,Error Parsing Response,False,\frac{1}{3},False,True,False,False,False,False
4028,4028,Level 4,Prealgebra,False,12,False,18,Level 4: Prealgebra,False,6,False,Error Parsing Response,False,True,False,False,False,False
4036,4036,Level 3,Prealgebra,False,24,False,7,Level 3: Prealgebra,False,3,False,7,False,True,False,False,False,False
4037,4037,Level 4,Prealgebra,False,\sqrt{1021},False,0,Level 4: Prealgebra,False,15\sqrt{2},False,Error Parsing Response,False,True,False,False,False,False
4040,4040,Level 5,Prealgebra,False,12350,False,,Level 5: Prealgebra,False,Error Parsing Response,False,\text{Irene},False,True,False,False,False,False
4042,4042,Level 3,Prealgebra,False,\frac{33}{100},False,\dfrac{33,Level 3: Prealgebra,False,\frac{33}{100},False,Error Parsing Response,False,True,False,False,False,False
4045,4045,Level 5,Prealgebra,False,100,False,200,Level 5: Prealgebra,False,100,False,Error Parsing Response,False,True,False,False,False,False
4051,4051,Level 4,Prealgebra,False,21,False,3,Level 4: Prealgebra,False,4,False,Error Parsing Response,False,True,False,False,False,False
4052,4052,Level 3,Prealgebra,False,Error Parsing Response,False,9,Level 3: Prealgebra,False,111,False,Error Parsing Response,False,True,False,False,False,False
4056,4056,Level 5,Prealgebra,False,15,False,,Level 5: Prealgebra,False,30,False,Error Parsing Response,False,True,False,False,False,False
4057,4057,Level 5,Prealgebra,False,9,False,16,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4059,4059,Level 5,Prealgebra,False,127,False,14\text{ degrees,Level 5: Prealgebra,False,Error Parsing Response,False,39^\circ,False,True,False,False,False,False
4060,4060,Level 4,Prealgebra,False,12,False,12,Level 4: Prealgebra,False,Error Parsing Response,False,16,False,True,False,False,False,False
4063,4063,Level 5,Prealgebra,False,\dfrac{67}{26},False,\frac{13,Level 5: Prealgebra,False,\frac{5}{13},False,\frac{26}{52},False,True,False,False,False,False
4064,4064,Level 4,Prealgebra,False,\mathbf{11},False,11,Level 4: Prealgebra,False,11,False,13,False,True,False,False,False,False
4070,4070,Level 4,Prealgebra,False,12,False,12,Level 4: Prealgebra,False,Error Parsing Response,False,48,False,True,False,False,False,False
4072,4072,Level 2,Prealgebra,False,4,False,28,Level 2: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4073,4073,Level 2,Prealgebra,False,\frac{1}{2},False,\frac{1,Level 2: Prealgebra,False,\frac{1}{2},False,Error Parsing Response,False,True,False,False,False,False
4078,4078,Level 3,Prealgebra,False,\frac{55}{99},False,\frac{5,Level 3: Prealgebra,False,\frac{5}{9},False,Error Parsing Response,False,True,False,False,False,False
4081,4081,Level 4,Prealgebra,False,90^\circ,False,90,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4083,4083,Level 2,Prealgebra,False,Error Parsing Response,False,,Level 2: Prealgebra,False,A,False,Error Parsing Response,False,True,False,False,False,False
4088,4088,Level 3,Prealgebra,False,35,False,136,Level 3: Prealgebra,False,Error Parsing Response,False,296,False,True,False,False,False,False
4091,4091,Level 5,Prealgebra,False,2\sqrt{21},False,,Level 5: Prealgebra,False,\sqrt{42},False,210,False,True,False,False,False,False
4096,4096,Level 4,Prealgebra,False,\frac{1}{16},False,\frac{1,Level 4: Prealgebra,False,\frac{1}{16},False,\frac{1}{16},False,True,False,False,False,False
4100,4100,Level 3,Prealgebra,False,676,False,676,Level 3: Prealgebra,False,Error Parsing Response,False,64,False,True,False,False,False,False
4107,4107,Level 3,Prealgebra,False,30,False,270,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4108,4108,Level 2,Prealgebra,False,\$78,False,0,Level 2: Prealgebra,False,Error Parsing Response,False,186,False,True,False,False,False,False
4109,4109,Level 3,Prealgebra,False,Error Parsing Response,False,,Level 3: Prealgebra,False,445,False,Error Parsing Response,False,True,False,False,False,False
4112,4112,Level 4,Prealgebra,False,105,False,,Level 4: Prealgebra,False,Error Parsing Response,False,15\sqrt{35},False,True,False,False,False,False
4115,4115,Level 4,Prealgebra,False,99998,False,,Level 4: Prealgebra,False,96669,False,99909,False,True,False,False,False,False
4117,4117,Level 4,Prealgebra,False,30^\circ,False,510,Level 4: Prealgebra,False,23 \frac{1}{3},False,Error Parsing Response,False,True,False,False,False,False
4118,4118,Level 1,Prealgebra,False,8\frac{2}{7},False,,Level 1: Prealgebra,False,8\frac{4}{7},False,Error Parsing Response,False,True,False,False,False,False
4120,4120,Level 4,Prealgebra,False,12,False,,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4123,4123,Level 5,Prealgebra,False,Error Parsing Response,False,3\sqrt{3,Level 5: Prealgebra,False,Error Parsing Response,False,3\sqrt{3},False,True,False,False,False,False
4126,4126,Level 2,Prealgebra,False,\frac{13}{20},False,\frac{5,Level 2: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4127,4127,Level 4,Prealgebra,False,11^{\mathrm{th}},False,,Level 4: Prealgebra,False,Error Parsing Response,False,9,False,True,False,False,False,False
4128,4128,Level 5,Prealgebra,False,7,False,5\text{ m,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4129,4129,Level 5,Prealgebra,False,6,False,2\sqrt{6,Level 5: Prealgebra,False,\sqrt{3},False,Error Parsing Response,False,True,False,False,False,False
4131,4131,Level 4,Prealgebra,False,0.37,False,0.389,Level 4: Prealgebra,False,210.52,False,Error Parsing Response,False,True,False,False,False,False
4132,4132,Level 5,Prealgebra,False,60,False,,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4133,4133,Level 5,Prealgebra,False,\frac{57}{990},False,\frac{3,Level 5: Prealgebra,False,\frac{1438}{2475},False,Error Parsing Response,False,True,False,False,False,False
4134,4134,Level 3,Prealgebra,False,6,False,36,Level 3: Prealgebra,False,Error Parsing Response,False,24,False,True,False,False,False,False
4135,4135,Level 4,Prealgebra,False,Error Parsing Response,False,,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4136,4136,Level 5,Prealgebra,False,50,False,,Level 5: Prealgebra,False,200 + 150\sqrt{2},False,Error Parsing Response,False,True,False,False,False,False
4137,4137,Level 1,Prealgebra,False,\frac{1}{9},False,\frac{1,Level 1: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4138,4138,Level 2,Prealgebra,False,199,False,200,Level 2: Prealgebra,False,627,False,Error Parsing Response,False,True,False,False,False,False
4142,4142,Level 2,Prealgebra,False,16,False,52,Level 2: Prealgebra,False,Error Parsing Response,False,84,False,True,False,False,False,False
4146,4146,Level 5,Prealgebra,False,2\sqrt{3},False,30^\circ,Level 5: Prealgebra,False,Error Parsing Response,False,2,False,True,False,False,False,False
4147,4147,Level 5,Prealgebra,False,\frac{1}{3},False,,Level 5: Prealgebra,False,\frac{83}{67},False,Error Parsing Response,False,True,False,False,False,False
4151,4151,Level 5,Prealgebra,False,2310,False,2 \cdot 3 \cdot 5 \cdot 173,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4153,4153,Level 5,Prealgebra,False,80,False,10,Level 5: Prealgebra,False,100,False,Error Parsing Response,False,True,False,False,False,False
4154,4154,Level 2,Prealgebra,False,1000-73=927,False,730,Level 2: Prealgebra,False,961,False,Error Parsing Response,False,True,False,False,False,False
4156,4156,Level 5,Prealgebra,False,-108\sqrt{3}+72,False,,Level 5: Prealgebra,False,Error Parsing Response,False,216\sqrt{3},False,True,False,False,False,False
4157,4157,Level 2,Prealgebra,False,1112,False,1302,Level 2: Prealgebra,False,2502,False,Error Parsing Response,False,True,False,False,False,False
4158,4158,Level 2,Prealgebra,False,-k + 2 + 3k,False,2(k + 1),Level 2: Prealgebra,False,2k + 2,False,Error Parsing Response,False,True,False,False,False,False
4160,4160,Level 5,Prealgebra,False,5,False,,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4161,4161,Level 3,Prealgebra,False,2730,False,"3,\!300",Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4162,4162,Level 4,Prealgebra,False,2007,False,,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4164,4164,Level 5,Prealgebra,False,\frac{2}{3},False,53.125\%,Level 5: Prealgebra,False,Error Parsing Response,False,43\%,False,True,False,False,False,False
4165,4165,Level 3,Prealgebra,False,1050,False,480,Level 3: Prealgebra,False,780,False,Error Parsing Response,False,True,False,False,False,False
4168,4168,Level 3,Prealgebra,False,Error Parsing Response,False,\frac{4,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4171,4171,Level 2,Prealgebra,False,Error Parsing Response,False,,Level 2: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4173,4173,Level 3,Prealgebra,False,50^\circ,False,57.5^\circ,Level 3: Prealgebra,False,Error Parsing Response,False,50,False,True,False,False,False,False
4177,4177,Level 5,Prealgebra,False,Error Parsing Response,False,,Level 5: Prealgebra,False,\frac{8}{9},False,Error Parsing Response,False,True,False,False,False,False
4178,4178,Level 4,Prealgebra,False,55,False,55,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4179,4179,Level 5,Prealgebra,False,133\frac{1}{3},False,,Level 5: Prealgebra,False,Error Parsing Response,False,,False,True,False,False,False,False
4183,4183,Level 3,Prealgebra,False,-\frac{8}{3},False,,Level 3: Prealgebra,False,Error Parsing Response,False,\frac{21}{4},False,True,False,False,False,False
4185,4185,Level 5,Prealgebra,False,Error Parsing Response,False,,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4190,4190,Level 4,Prealgebra,False,39.68,False,,Level 4: Prealgebra,False,Error Parsing Response,False,\text{Ian},False,True,False,False,False,False
4192,4192,Level 5,Prealgebra,False,\text{QUARTZ},False,\text{EM,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4193,4193,Level 3,Prealgebra,False,\frac{8}{35},False,\frac{20,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4194,4194,Level 5,Prealgebra,False,21495,False,"12,\!376",Level 5: Prealgebra,False,Error Parsing Response,False,120,False,True,False,False,False,False
4196,4196,Level 3,Prealgebra,False,8x-1,False,8x-1,Level 3: Prealgebra,False,8x-1,False,Error Parsing Response,False,True,False,False,False,False
4199,4199,Level 4,Prealgebra,False,"\$247,000",False,"\$62,500",Level 4: Prealgebra,False,"247,000",False,594000,False,True,False,False,False,False
4202,4202,Level 4,Prealgebra,False,2\sqrt{5},False,2\sqrt{5,Level 4: Prealgebra,False,2\sqrt{3},False,Error Parsing Response,False,True,False,False,False,False
4203,4203,Level 5,Prealgebra,False,\text{A},False,,Level 5: Prealgebra,False,Error Parsing Response,False,D,False,True,False,False,False,False
4207,4207,Level 5,Prealgebra,False,2,False,3,Level 5: Prealgebra,False,0,False,Error Parsing Response,False,True,False,False,False,False
4211,4211,Level 5,Prealgebra,False,9045,False,,Level 5: Prealgebra,False,1407,False,Error Parsing Response,False,True,False,False,False,False
4212,4212,Level 4,Prealgebra,False,83,False,60,Level 4: Prealgebra,False,Error Parsing Response,False,18,False,True,False,False,False,False
4218,4218,Level 3,Prealgebra,False,90\%,False,90\%,Level 3: Prealgebra,False,Error Parsing Response,False,600\%,False,True,False,False,False,False
4225,4225,Level 5,Prealgebra,False,-30^\circ,False,,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4226,4226,Level 5,Prealgebra,False,11,False,14,Level 5: Prealgebra,False,14 + 7\sqrt{2},False,Error Parsing Response,False,True,False,False,False,False
4230,4230,Level 5,Prealgebra,False,480,False,,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4231,4231,Level 5,Prealgebra,False,40.5,False,,Level 5: Prealgebra,False,Error Parsing Response,False,16,False,True,False,False,False,False
4233,4233,Level 5,Prealgebra,False,Error Parsing Response,False,,Level 5: Prealgebra,False,109,False,Error Parsing Response,False,True,False,False,False,False
4238,4238,Level 5,Prealgebra,False,Error Parsing Response,False,,Level 5: Prealgebra,False,3996001,False,Error Parsing Response,False,True,False,False,False,False
4243,4243,Level 3,Prealgebra,False,48,False,72,Level 3: Prealgebra,False,73,False,7\frac{1}{2},False,True,False,False,False,False
4245,4245,Level 3,Prealgebra,False,7,False,,Level 3: Prealgebra,False,Error Parsing Response,False,3,False,True,False,False,False,False
4246,4246,Level 5,Prealgebra,False,6,False,,Level 5: Prealgebra,False,6\text{ km},False,16,False,True,False,False,False,False
4247,4247,Level 3,Prealgebra,False,10301,False,9,Level 3: Prealgebra,False,Error Parsing Response,False,100107,False,True,False,False,False,False
4250,4250,Level 2,Prealgebra,False,3\frac{25}{26},False,3.5,Level 2: Prealgebra,False,3.5,False,Error Parsing Response,False,True,False,False,False,False
4254,4254,Level 5,Prealgebra,False,4,False,12,Level 5: Prealgebra,False,Error Parsing Response,False,-18.75,False,True,False,False,False,False
4258,4258,Level 5,Prealgebra,False,8x-37,False,,Level 5: Prealgebra,False,Error Parsing Response,False,\frac{14}{6},False,True,False,False,False,False
4265,4265,Level 4,Prealgebra,False,216,False,,Level 4: Prealgebra,False,Error Parsing Response,False,240^\circ,False,True,False,False,False,False
4269,4269,Level 1,Prealgebra,False,15^\circ,False,,Level 1: Prealgebra,False,Error Parsing Response,False,120,False,True,False,False,False,False
4271,4271,Level 3,Prealgebra,False,"14,\!700",False,"12,\!000",Level 3: Prealgebra,False,"13,800",False,Error Parsing Response,False,True,False,False,False,False
4279,4279,Level 4,Prealgebra,False,18,False,12,Level 4: Prealgebra,False,Error Parsing Response,False,12,False,True,False,False,False,False
4280,4280,Level 1,Prealgebra,False,25000,False,"200,\!000",Level 1: Prealgebra,False,Error Parsing Response,False,2401600,False,True,False,False,False,False
4284,4284,Level 5,Prealgebra,False,0,False,,Level 5: Prealgebra,False,10\pi\text{ feet},False,7921 \pi,False,True,False,False,False,False
4286,4286,Level 3,Prealgebra,False,24,False,,Level 3: Prealgebra,False,Error Parsing Response,False,0,False,True,False,False,False,False
4293,4293,Level 3,Prealgebra,False,2,False,,Level 3: Prealgebra,False,8,False,Error Parsing Response,False,True,False,False,False,False
4294,4294,Level 4,Prealgebra,False,99\pi,False,99\pi,Level 4: Prealgebra,False,99\pi,False,99\pi,False,True,False,False,False,True
4297,4297,Level 4,Prealgebra,False,3,False,,Level 4: Prealgebra,False,10,False,2,False,True,False,False,False,False
4298,4298,Level 4,Prealgebra,False,1023,False,38,Level 4: Prealgebra,False,1557,False,Error Parsing Response,False,True,False,False,False,False
4304,4304,Level 4,Prealgebra,False,210^\circ,False,120,Level 4: Prealgebra,False,55,False,0^\circ,False,True,False,False,False,False
4307,4307,Level 4,Prealgebra,False,3969,False,9,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4310,4310,Level 3,Prealgebra,False,11,False,,Level 3: Prealgebra,False,20,False,Error Parsing Response,False,True,False,False,False,False
4312,4312,Level 4,Prealgebra,False,1320,False,1320,Level 4: Prealgebra,False,1728,False,Error Parsing Response,False,True,False,False,False,False
4314,4314,Level 4,Prealgebra,False,\text{no such triangle exists},False,60,Level 4: Prealgebra,False,Error Parsing Response,False,180^\circ,False,True,False,False,False,False
4317,4317,Level 3,Prealgebra,False,6,False,6,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4319,4319,Level 3,Prealgebra,False,60,False,15,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4321,4321,Level 2,Prealgebra,False,20,False,,Level 2: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4326,4326,Level 3,Prealgebra,False,0,False,8,Level 3: Prealgebra,False,Error Parsing Response,False,12,False,True,False,False,False,False
4330,4330,Level 3,Prealgebra,False,168,False,133,Level 3: Prealgebra,False,Error Parsing Response,False,575,False,True,False,False,False,False
4334,4334,Level 2,Prealgebra,False,4000,False,"\$160,\!000",Level 2: Prealgebra,False,4000,False,Error Parsing Response,False,True,False,False,False,False
4340,4340,Level 2,Prealgebra,False,95,False,65,Level 2: Prealgebra,False,95,False,54,False,True,False,False,False,False
4345,4345,Level 4,Prealgebra,False,3250,False,100,Level 4: Prealgebra,False,3250,False,60,False,True,False,False,False,False
4348,4348,Level 3,Prealgebra,False,"54,321",False,"54,321",Level 3: Prealgebra,False,"54,321",False,113,False,True,False,False,False,False
4350,4350,Level 5,Prealgebra,False,2.0,False,7,Level 5: Prealgebra,False,Error Parsing Response,False,1.5,False,True,False,False,False,False
4351,4351,Level 3,Prealgebra,False,14.4,False,\text{C,Level 3: Prealgebra,False,C,False,Error Parsing Response,False,True,False,False,False,False
4352,4352,Level 3,Prealgebra,False,31,False,30,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4362,4362,Level 2,Prealgebra,False,4,False,5,Level 2: Prealgebra,False,7,False,4,False,True,False,False,False,False
4363,4363,Level 4,Prealgebra,False,2,False,,Level 4: Prealgebra,False,11,False,4,False,True,False,False,False,False
4370,4370,Level 5,Prealgebra,False,115,False,242,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4376,4376,Level 5,Prealgebra,False,\frac{1}{3},False,\frac{1,Level 5: Prealgebra,False,\frac{19}{40},False,Error Parsing Response,False,True,False,False,False,False
4378,4378,Level 5,Prealgebra,False,Error Parsing Response,False,\dfrac{1,Level 5: Prealgebra,False,\frac{7}{36},False,Error Parsing Response,False,True,False,False,False,False
4379,4379,Level 4,Prealgebra,False,38^\circ,False,68^\circ,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4380,4380,Level 3,Prealgebra,False,Error Parsing Response,False,,Level 3: Prealgebra,False,4,False,Error Parsing Response,False,True,False,False,False,False
4382,4382,Level 4,Prealgebra,False,387,False,8\times 10^8,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4384,4384,Level 4,Prealgebra,False,48^\circ,False,2x^\circ = 256^\circ,Level 4: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4386,4386,Level 5,Prealgebra,False,Error Parsing Response,False,191,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4390,4390,Level 4,Prealgebra,False,22.5^\circ,False,90^\circ,Level 4: Prealgebra,False,75,False,Error Parsing Response,False,True,False,False,False,False
4393,4393,Level 3,Prealgebra,False,20,False,20,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4396,4396,Level 2,Prealgebra,False,60480,False,"362,880",Level 2: Prealgebra,False,3360,False,Error Parsing Response,False,True,False,False,False,False
4397,4397,Level 3,Prealgebra,False,225,False,225,Level 3: Prealgebra,False,112.5,False,Error Parsing Response,False,True,False,False,False,False
4403,4403,Level 3,Prealgebra,False,78,False,80,Level 3: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4405,4405,Level 5,Prealgebra,False,2,False,,Level 5: Prealgebra,False,Error Parsing Response,False,4,False,True,False,False,False,False
4408,4408,Level 5,Prealgebra,False,Error Parsing Response,False,\frac{1,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4409,4409,Level 3,Prealgebra,False,18,False,9,Level 3: Prealgebra,False,18,False,Error Parsing Response,False,True,False,False,False,False
4412,4412,Level 4,Prealgebra,False,150,False,0,Level 4: Prealgebra,False,Error Parsing Response,False,150,False,True,False,False,False,False
4414,4414,Level 4,Prealgebra,False,7,False,12,Level 4: Prealgebra,False,8,False,Error Parsing Response,False,True,False,False,False,False
4416,4416,Level 4,Prealgebra,False,\$111\frac{1}{9},False,,Level 4: Prealgebra,False,6.40,False,Error Parsing Response,False,True,False,False,False,False
4420,4420,Level 2,Prealgebra,False,62.5,False,80,Level 2: Prealgebra,False,Error Parsing Response,False,46\%,False,True,False,False,False,False
4421,4421,Level 1,Prealgebra,False,Error Parsing Response,False,\frac{4,Level 1: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4425,4425,Level 5,Prealgebra,False,100,False,,Level 5: Prealgebra,False,600,False,Error Parsing Response,False,True,False,False,False,False
4427,4427,Level 5,Prealgebra,False,"248,429,000",False,,Level 5: Prealgebra,False,Error Parsing Response,False,Error Parsing Response,False,True,False,False,False,False
4429,4429,Level 3,Prealgebra,False,\frac{19}{100},False,,Level 3: Prealgebra,False,\frac{1}{10},False,Error Parsing Response,False,True,False,False,False,False
4431,4431,Level 3,Prealgebra,False,Error Parsing Response,False,135^\circ,Level 3: Prealgebra,False,135^\circ,False,104^\circ,False,True,False,False,False,False
4432,4432,Level 5,Prealgebra,False,9,False,,Level 5: Prealgebra,False,10,False,2,False,True,False,False,False,False
4435,4435,Level 5,Prealgebra,False,12,False,,Level 5: Prealgebra,False,6.25,False,38,False,True,False,False,False,False
4437,4437,Level 4,Prealgebra,False,\frac{9}{7},False,1.\overline3,Level 4: Prealgebra,False,\frac97,False,Error Parsing Response,False,True,False,False,False,False
4438,4438,Level 4,Prealgebra,False,11\frac{11}{22},False,\frac{53,Level 4: Prealgebra,False,\frac{23}{24},False,\frac{17}{7},False,True,False,False,False,False
4442,4442,Level 5,Prealgebra,False,\frac{4}{9},False,,Level 5: Prealgebra,False,\frac{208}{495},False,Error Parsing Response,False,True,False,False,False,False
4443,4443,Level 4,Prealgebra,False,\frac{3}{5},False,\frac{13,Level 4: Prealgebra,False,Error Parsing Response,False,\frac{12}{9},False,True,False,False,False,False
4448,4448,Level 2,Prealgebra,False,22,False,,Level 2: Prealgebra,False,309,False,11,False,True,False,False,False,False
4456,4456,Level 2,Precalculus,False,"\text{(A), (B), (F)}",False,\text{(A) and (F),Level 2: Precalculus,False,F disg说实,False,\text{(A)},False,True,False,False,False,False
4457,4457,Level 4,Precalculus,False,Error Parsing Response,False,,Level 4: Precalculus,False,60^\circ,False,Error Parsing Response,False,True,False,False,False,False
